0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0.261,0.739,0.37,0.739,0.348,0.804,0.435,0.848,0.457,0.87,0.37,0.696,0.435,0.652,0.391,0.717,0.478,0.783,0.522,0.87,0.674,0.87,0.5,0.717,0.5,0.674,0.63,0.63,0.435,0.761,1.0
0.261,0.739,0.37,0.739,0.348,0.804,0.435,0.848,0.457,0.848,0.37,0.696,0.435,0.652,0.391,0.717,0.478,0.783,0.522,0.87,0.674,0.87,0.5,0.696,0.522,0.652,0.609,0.652,0.435,0.739,1.0
0.261,0.739,0.37,0.739,0.348,0.804,0.435,0.848,0.457,0.848,0.37,0.696,0.435,0.652,0.391,0.717,0.478,0.783,0.522,0.87,0.674,0.87,0.5,0.696,0.522,0.674,0.63,0.652,0.435,0.761,1.0
0.261,0.739,0.37,0.739,0.348,0.804,0.413,0.826,0.457,0.848,0.37,0.696,0.435,0.652,0.391,0.717,0.5,0.696,0.522,0.87,0.674,0.87,0.522,0.696,0.652,0.652,0.63,0.674,0.435,0.739,1.0
0.283,0.739,0.37,0.761,0.348,0.804,0.413,0.826,0.457,0.848,0.37,0.717,0.435,0.652,0.391,0.717,0.522,0.696,0.522,0.87,0.674,0.87,0.522,0.696,0.652,0.674,0.63,0.696,0.435,0.739,1.0
0.283,0.739,0.37,0.761,0.348,0.804,0.413,0.826,0.457,0.848,0.391,0.696,0.435,0.652,0.391,0.717,0.522,0.696,0.522,0.87,0.674,0.87,0.522,0.696,0.674,0.696,0.674,0.87,0.435,0.739,1.0
0.283,0.739,0.37,0.761,0.348,0.804,0.435,0.848,0.478,0.848,0.391,0.696,0.435,0.652,0.391,0.717,0.522,0.696,0.522,0.87,0.674,0.87,0.522,0.696,0.674,0.717,0.63,0.717,0.457,0.739,1.0
0.283,0.739,0.37,0.761,0.348,0.804,0.435,0.848,0.457,0.848,0.37,0.717,0.435,0.652,0.391,0.717,0.5,0.717,0.522,0.87,0.674,0.87,0.522,0.717,0.652,0.739,0.63,0.717,0.435,0.739,1.0
0.283,0.739,0.37,0.761,0.348,0.804,0.435,0.652,0.478,0.848,0.348,0.804,0.435,0.652,0.391,0.717,0.5,0.717,0.522,0.87,0.674,0.87,0.522,0.717,0.652,0.739,0.652,0.739,0.435,0.761,1.0
0.283,0.739,0.37,0.761,0.348,0.804,0.435,0.848,0.457,0.87,0.391,0.717,0.435,0.652,0.391,0.717,0.5,0.783,0.522,0.87,0.674,0.87,0.522,0.717,0.63,0.761,0.652,0.761,0.435,0.761,1.0
0.283,0.739,0.37,0.761,0.348,0.804,0.435,0.848,0.457,0.87,0.391,0.717,0.435,0.652,0.391,0.717,0.478,0.804,0.522,0.87,0.674,0.87,0.522,0.717,0.522,0.848,0.652,0.761,0.435,0.761,1.0
0.283,0.739,0.37,0.761,0.348,0.804,0.435,0.848,0.457,0.848,0.391,0.717,0.435,0.652,0.391,0.717,0.5,0.783,0.522,0.87,0.674,0.87,0.522,0.717,0.63,0.761,0.652,0.761,0.435,0.761,1.0
0.283,0.739,0.37,0.761,0.348,0.804,0.435,0.848,0.457,0.87,0.391,0.717,0.457,0.652,0.391,0.717,0.478,0.804,0.522,0.87,0.674,0.87,0.522,0.717,0.522,0.848,0.652,0.761,0.435,0.761,1.0
0.283,0.739,0.37,0.761,0.348,0.804,0.413,0.826,0.457,0.848,0.391,0.717,0.435,0.652,0.391,0.717,0.478,0.804,0.522,0.87,0.674,0.87,0.522,0.717,0.522,0.87,0.652,0.783,0.435,0.761,1.0
0.283,0.761,0.37,0.761,0.348,0.804,0.413,0.826,0.457,0.848,0.413,0.717,0.435,0.652,0.391,0.717,0.478,0.804,0.522,0.87,0.674,0.87,0.522,0.717,0.63,0.783,0.652,0.783,0.435,0.761,1.0
0.283,0.761,0.37,0.761,0.348,0.804,0.413,0.826,0.457,0.848,0.391,0.717,0.435,0.652,0.391,0.717,0.478,0.804,0.522,0.87,0.674,0.87,0.522,0.717,0.63,0.783,0.652,0.783,0.435,0.761,1.0
0.283,0.761,0.37,0.761,0.348,0.804,0.435,0.848,0.457,0.848,0.391,0.717,0.435,0.652,0.391,0.717,0.5,0.783,0.522,0.87,0.674,0.87,0.522,0.717,0.63,0.783,0.652,0.804,0.435,0.761,1.0
0.283,0.761,0.37,0.761,0.348,0.804,0.435,0.848,0.457,0.848,0.391,0.717,0.435,0.652,0.391,0.717,0.5,0.783,0.522,0.87,0.674,0.87,0.522,0.739,0.63,0.804,0.674,0.804,0.435,0.761,1.0
0.283,0.761,0.37,0.761,0.348,0.804,0.413,0.826,0.457,0.848,0.391,0.717,0.435,0.652,0.391,0.717,0.478,0.783,0.522,0.87,0.63,0.87,0.5,0.717,0.609,0.804,0.674,0.826,0.435,0.761,1.0
0.283,0.761,0.37,0.761,0.348,0.804,0.413,0.826,0.457,0.848,0.391,0.717,0.435,0.652,0.391,0.717,0.478,0.783,0.522,0.87,0.63,0.87,0.5,0.717,0.609,0.804,0.674,0.826,0.435,0.761,1.0
0.283,0.761,0.37,0.761,0.348,0.804,0.435,0.848,0.457,0.87,0.391,0.717,0.435,0.652,0.391,0.717,0.478,0.804,0.522,0.87,0.652,0.848,0.522,0.739,0.587,0.804,0.674,0.848,0.435,0.761,1.0
0.283,0.761,0.37,0.761,0.348,0.804,0.413,0.826,0.457,0.87,0.391,0.717,0.435,0.652,0.37,0.717,0.478,0.804,0.522,0.87,0.674,0.87,0.5,0.739,0.609,0.826,0.696,0.87,0.435,0.761,1.0
0.283,0.761,0.37,0.761,0.348,0.804,0.413,0.826,0.457,0.848,0.391,0.717,0.435,0.652,0.37,0.717,0.478,0.804,0.522,0.87,0.652,0.87,0.5,0.717,0.587,0.826,0.674,0.848,0.435,0.761,1.0
0.283,0.761,0.37,0.761,0.348,0.804,0.413,0.848,0.457,0.848,0.391,0.717,0.435,0.652,0.37,0.717,0.478,0.804,0.522,0.87,0.63,0.87,0.5,0.717,0.587,0.826,0.696,0.87,0.435,0.761,1.0
0.283,0.761,0.37,0.761,0.37,0.739,0.435,0.652,0.457,0.87,0.348,0.826,0.435,0.652,0.37,0.717,0.5,0.717,0.522,0.87,0.652,0.891,0.5,0.717,0.587,0.826,0.674,0.87,0.435,0.761,1.0
0.283,0.761,0.37,0.761,0.37,0.739,0.435,0.652,0.457,0.848,0.348,0.804,0.435,0.652,0.37,0.717,0.5,0.717,0.522,0.87,0.652,0.87,0.5,0.717,0.587,0.826,0.674,0.87,0.435,0.761,1.0
0.283,0.761,0.37,0.761,0.37,0.739,0.435,0.652,0.457,0.848,0.348,0.804,0.435,0.652,0.37,0.717,0.5,0.717,0.522,0.87,0.652,0.87,0.5,0.717,0.587,0.826,0.652,0.87,0.435,0.761,1.0
0.283,0.761,0.37,0.761,0.348,0.804,0.435,0.652,0.457,0.848,0.413,0.717,0.435,0.652,0.37,0.717,0.478,0.783,0.522,0.87,0.609,0.87,0.522,0.717,0.587,0.826,0.652,0.87,0.435,0.761,1.0
0.283,0.761,0.37,0.761,0.348,0.804,0.435,0.652,0.457,0.848,0.391,0.717,0.435,0.652,0.37,0.717,0.478,0.783,0.522,0.891,0.63,0.87,0.5,0.717,0.587,0.826,0.652,0.87,0.435,0.761,1.0
0.283,0.761,0.37,0.761,0.348,0.804,0.413,0.826,0.457,0.848,0.391,0.717,0.435,0.652,0.37,0.717,0.478,0.804,0.522,0.891,0.609,0.87,0.5,0.717,0.587,0.826,0.652,0.891,0.435,0.761,1.0
0.283,0.761,0.37,0.761,0.348,0.804,0.413,0.826,0.457,0.848,0.391,0.717,0.435,0.652,0.37,0.717,0.478,0.804,0.522,0.891,0.609,0.87,0.522,0.717,0.587,0.826,0.652,0.891,0.435,0.761,1.0
0.283,0.761,0.37,0.761,0.348,0.804,0.413,0.826,0.457,0.848,0.391,0.717,0.435,0.652,0.37,0.717,0.478,0.783,0.522,0.891,0.609,0.87,0.5,0.717,0.587,0.826,0.652,0.891,0.435,0.761,1.0
0.283,0.761,0.37,0.761,0.348,0.804,0.413,0.826,0.457,0.848,0.413,0.717,0.435,0.652,0.37,0.717,0.478,0.804,0.522,0.891,0.609,0.87,0.522,0.717,0.587,0.826,0.652,0.891,0.435,0.761,1.0
0.283,0.761,0.37,0.761,0.348,0.804,0.413,0.826,0.457,0.848,0.413,0.717,0.435,0.652,0.37,0.717,0.478,0.783,0.522,0.891,0.609,0.87,0.5,0.717,0.587,0.826,0.652,0.891,0.435,0.761,1.0
0.283,0.761,0.37,0.761,0.348,0.804,0.413,0.826,0.457,0.848,0.413,0.717,0.435,0.652,0.37,0.717,0.478,0.804,0.522,0.891,0.63,0.891,0.5,0.717,0.587,0.826,0.652,0.891,0.435,0.761,1.0
0.283,0.761,0.37,0.761,0.348,0.804,0.413,0.826,0.457,0.87,0.391,0.717,0.435,0.652,0.37,0.717,0.478,0.783,0.522,0.891,0.63,0.891,0.5,0.717,0.587,0.826,0.652,0.891,0.435,0.761,1.0
0.283,0.761,0.37,0.761,0.348,0.804,0.413,0.826,0.457,0.848,0.391,0.717,0.435,0.652,0.37,0.717,0.478,0.783,0.522,0.891,0.63,0.87,0.5,0.717,0.543,0.783,0.652,0.87,0.435,0.761,1.0
0.283,0.761,0.37,0.761,0.348,0.804,0.413,0.826,0.457,0.87,0.391,0.717,0.435,0.652,0.37,0.717,0.478,0.804,0.522,0.891,0.63,0.87,0.5,0.717,0.543,0.783,0.674,0.891,0.435,0.761,1.0
0.283,0.761,0.37,0.761,0.348,0.826,0.413,0.826,0.457,0.87,0.37,0.717,0.435,0.652,0.37,0.717,0.478,0.804,0.522,0.891,0.63,0.87,0.5,0.717,0.587,0.826,0.652,0.87,0.435,0.761,1.0
0.283,0.761,0.37,0.761,0.348,0.804,0.413,0.826,0.457,0.87,0.391,0.717,0.435,0.652,0.37,0.717,0.478,0.804,0.522,0.87,0.63,0.87,0.522,0.717,0.587,0.826,0.652,0.87,0.435,0.761,1.0
0.283,0.761,0.37,0.761,0.348,0.826,0.413,0.826,0.457,0.87,0.391,0.717,0.435,0.652,0.37,0.717,0.478,0.804,0.522,0.891,0.63,0.87,0.522,0.717,0.543,0.783,0.674,0.891,0.435,0.761,1.0
0.609,0.326,0.609,0.413,0.587,0.435,0.565,0.5,0.587,0.522,0.652,0.435,0.674,0.478,0.652,0.543,0.609,0.565,0.587,0.652,0.609,0.739,0.63,0.565,0.63,0.652,0.63,0.739,0.609,0.5,2.0
0.609,0.326,0.609,0.413,0.587,0.435,0.565,0.5,0.587,0.543,0.652,0.435,0.674,0.5,0.652,0.565,0.587,0.543,0.587,0.652,0.609,0.739,0.63,0.543,0.63,0.652,0.63,0.739,0.609,0.5,2.0
0.609,0.326,0.609,0.413,0.587,0.435,0.565,0.5,0.587,0.543,0.652,0.435,0.674,0.5,0.652,0.565,0.587,0.543,0.587,0.652,0.609,0.739,0.63,0.543,0.63,0.652,0.63,0.739,0.609,0.5,2.0
0.609,0.326,0.609,0.413,0.587,0.435,0.565,0.5,0.587,0.543,0.652,0.435,0.674,0.5,0.652,0.565,0.587,0.565,0.587,0.652,0.609,0.739,0.63,0.565,0.63,0.652,0.63,0.739,0.609,0.5,2.0
0.63,0.326,0.609,0.413,0.587,0.435,0.565,0.5,0.587,0.543,0.652,0.435,0.674,0.478,0.652,0.543,0.609,0.565,0.587,0.652,0.609,0.739,0.63,0.565,0.63,0.652,0.63,0.739,0.609,0.5,2.0
0.63,0.326,0.63,0.413,0.587,0.435,0.565,0.5,0.587,0.543,0.652,0.435,0.674,0.5,0.652,0.543,0.609,0.565,0.587,0.652,0.609,0.739,0.63,0.565,0.63,0.652,0.63,0.739,0.609,0.5,2.0
0.63,0.326,0.63,0.413,0.587,0.435,0.565,0.5,0.587,0.543,0.652,0.435,0.674,0.5,0.652,0.565,0.587,0.565,0.587,0.652,0.609,0.739,0.63,0.565,0.63,0.652,0.63,0.739,0.609,0.5,2.0
0.63,0.326,0.63,0.413,0.587,0.435,0.565,0.478,0.587,0.543,0.652,0.435,0.674,0.5,0.652,0.565,0.587,0.543,0.587,0.652,0.609,0.739,0.63,0.543,0.63,0.652,0.63,0.739,0.609,0.5,2.0
0.63,0.326,0.63,0.413,0.587,0.435,0.565,0.5,0.587,0.543,0.652,0.435,0.674,0.5,0.652,0.543,0.587,0.565,0.587,0.652,0.609,0.739,0.63,0.565,0.63,0.652,0.63,0.739,0.609,0.5,2.0
0.63,0.326,0.63,0.413,0.587,0.435,0.565,0.5,0.565,0.543,0.652,0.435,0.674,0.5,0.652,0.543,0.587,0.565,0.587,0.652,0.609,0.739,0.63,0.565,0.63,0.652,0.63,0.739,0.609,0.5,2.0
0.63,0.326,0.63,0.413,0.587,0.435,0.565,0.5,0.565,0.543,0.652,0.435,0.674,0.5,0.652,0.543,0.587,0.565,0.587,0.652,0.609,0.739,0.63,0.565,0.63,0.652,0.63,0.739,0.609,0.5,2.0
0.63,0.326,0.63,0.413,0.587,0.435,0.565,0.478,0.565,0.543,0.652,0.435,0.674,0.5,0.652,0.543,0.587,0.565,0.587,0.652,0.609,0.739,0.63,0.565,0.63,0.652,0.63,0.739,0.609,0.5,2.0
0.63,0.326,0.63,0.413,0.587,0.435,0.565,0.478,0.587,0.543,0.652,0.435,0.674,0.478,0.652,0.543,0.587,0.565,0.587,0.652,0.609,0.739,0.63,0.565,0.63,0.652,0.63,0.739,0.609,0.5,2.0
0.63,0.326,0.63,0.413,0.587,0.435,0.565,0.5,0.565,0.543,0.652,0.435,0.674,0.5,0.652,0.543,0.587,0.565,0.587,0.652,0.587,0.739,0.63,0.565,0.63,0.652,0.63,0.739,0.609,0.5,2.0
0.63,0.326,0.63,0.413,0.587,0.435,0.565,0.5,0.587,0.543,0.652,0.435,0.674,0.5,0.652,0.543,0.587,0.565,0.587,0.652,0.587,0.739,0.63,0.565,0.63,0.652,0.63,0.739,0.609,0.5,2.0
0.63,0.348,0.63,0.413,0.587,0.435,0.565,0.5,0.587,0.543,0.652,0.435,0.674,0.478,0.652,0.543,0.587,0.565,0.587,0.652,0.587,0.761,0.63,0.565,0.63,0.652,0.63,0.739,0.609,0.5,2.0
0.609,0.348,0.609,0.413,0.587,0.435,0.565,0.5,0.587,0.543,0.652,0.435,0.674,0.478,0.652,0.543,0.587,0.565,0.587,0.652,0.587,0.761,0.63,0.565,0.63,0.652,0.63,0.739,0.609,0.5,2.0
0.609,0.326,0.609,0.413,0.587,0.435,0.565,0.5,0.565,0.543,0.652,0.435,0.674,0.478,0.652,0.543,0.587,0.565,0.587,0.652,0.587,0.739,0.63,0.565,0.63,0.652,0.63,0.739,0.609,0.5,2.0
0.609,0.348,0.609,0.413,0.587,0.435,0.565,0.478,0.565,0.543,0.652,0.435,0.674,0.478,0.652,0.543,0.587,0.543,0.587,0.652,0.587,0.739,0.63,0.565,0.63,0.652,0.63,0.739,0.609,0.5,2.0
0.609,0.348,0.609,0.413,0.587,0.435,0.565,0.5,0.565,0.543,0.652,0.435,0.674,0.478,0.652,0.543,0.587,0.565,0.587,0.652,0.587,0.761,0.63,0.565,0.63,0.652,0.63,0.761,0.609,0.5,2.0
0.609,0.348,0.609,0.413,0.587,0.435,0.587,0.478,0.565,0.543,0.652,0.435,0.652,0.478,0.652,0.543,0.587,0.565,0.587,0.652,0.587,0.761,0.63,0.565,0.63,0.652,0.63,0.761,0.609,0.5,2.0
0.609,0.348,0.609,0.413,0.587,0.435,0.565,0.5,0.565,0.543,0.652,0.435,0.652,0.5,0.652,0.543,0.587,0.565,0.587,0.652,0.587,0.761,0.63,0.565,0.609,0.652,0.63,0.761,0.609,0.5,2.0
0.587,0.348,0.609,0.413,0.587,0.435,0.565,0.5,0.565,0.565,0.652,0.435,0.652,0.5,0.652,0.565,0.587,0.565,0.587,0.652,0.587,0.761,0.63,0.565,0.609,0.652,0.63,0.739,0.609,0.5,2.0
0.587,0.348,0.609,0.413,0.565,0.435,0.565,0.5,0.565,0.565,0.652,0.435,0.652,0.478,0.652,0.565,0.587,0.565,0.587,0.652,0.587,0.761,0.63,0.565,0.63,0.652,0.63,0.761,0.609,0.5,2.0
0.587,0.348,0.609,0.413,0.565,0.435,0.565,0.5,0.565,0.565,0.63,0.435,0.652,0.478,0.652,0.565,0.587,0.565,0.587,0.652,0.587,0.761,0.63,0.565,0.609,0.652,0.63,0.739,0.609,0.5,2.0
0.587,0.348,0.587,0.413,0.565,0.435,0.565,0.5,0.565,0.565,0.63,0.413,0.652,0.478,0.63,0.565,0.587,0.565,0.587,0.652,0.587,0.761,0.609,0.565,0.609,0.652,0.63,0.739,0.609,0.5,2.0
0.587,0.348,0.587,0.413,0.565,0.435,0.565,0.5,0.565,0.565,0.63,0.435,0.652,0.5,0.652,0.565,0.587,0.565,0.587,0.652,0.587,0.761,0.609,0.565,0.609,0.652,0.63,0.761,0.609,0.5,2.0
0.565,0.348,0.587,0.413,0.565,0.435,0.543,0.5,0.543,0.565,0.63,0.413,0.652,0.478,0.652,0.565,0.587,0.565,0.587,0.652,0.587,0.761,0.609,0.565,0.609,0.652,0.63,0.761,0.587,0.5,2.0
0.565,0.348,0.587,0.413,0.543,0.435,0.543,0.5,0.543,0.565,0.63,0.413,0.63,0.5,0.652,0.565,0.565,0.565,0.565,0.674,0.587,0.761,0.609,0.565,0.609,0.674,0.63,0.761,0.587,0.5,2.0
0.565,0.326,0.587,0.413,0.543,0.435,0.543,0.478,0.543,0.543,0.63,0.413,0.63,0.478,0.63,0.565,0.565,0.565,0.565,0.674,0.587,0.761,0.609,0.565,0.609,0.652,0.63,0.739,0.587,0.5,2.0
0.565,0.326,0.587,0.413,0.543,0.435,0.543,0.478,0.565,0.543,0.63,0.413,0.63,0.478,0.63,0.565,0.565,0.565,0.565,0.652,0.587,0.761,0.609,0.565,0.609,0.652,0.63,0.739,0.587,0.5,2.0
0.565,0.326,0.587,0.413,0.543,0.435,0.543,0.5,0.543,0.565,0.609,0.413,0.63,0.5,0.63,0.565,0.565,0.565,0.565,0.652,0.587,0.761,0.609,0.565,0.609,0.652,0.63,0.739,0.587,0.5,2.0
0.565,0.326,0.565,0.413,0.543,0.435,0.543,0.478,0.543,0.543,0.609,0.413,0.63,0.478,0.63,0.565,0.565,0.565,0.565,0.674,0.587,0.761,0.609,0.565,0.609,0.652,0.609,0.761,0.587,0.5,2.0
0.565,0.326,0.565,0.413,0.543,0.435,0.543,0.5,0.543,0.565,0.609,0.413,0.63,0.478,0.63,0.565,0.565,0.565,0.565,0.674,0.587,0.761,0.587,0.565,0.609,0.674,0.609,0.761,0.587,0.5,2.0
0.543,0.326,0.565,0.413,0.543,0.435,0.543,0.5,0.543,0.565,0.609,0.413,0.63,0.478,0.63,0.565,0.565,0.565,0.565,0.674,0.587,0.761,0.587,0.565,0.609,0.652,0.609,0.761,0.587,0.5,2.0
0.543,0.326,0.565,0.413,0.543,0.435,0.543,0.5,0.543,0.565,0.609,0.413,0.63,0.478,0.63,0.565,0.565,0.565,0.565,0.674,0.587,0.761,0.587,0.565,0.587,0.652,0.609,0.761,0.587,0.5,2.0
0.543,0.326,0.565,0.413,0.543,0.435,0.543,0.5,0.543,0.543,0.609,0.413,0.63,0.478,0.63,0.565,0.565,0.565,0.565,0.674,0.587,0.761,0.587,0.565,0.587,0.674,0.587,0.761,0.565,0.5,2.0
0.543,0.326,0.565,0.413,0.543,0.435,0.543,0.5,0.543,0.565,0.609,0.413,0.609,0.5,0.609,0.565,0.565,0.565,0.565,0.674,0.587,0.761,0.587,0.565,0.587,0.674,0.587,0.761,0.565,0.5,2.0
0.543,0.326,0.565,0.413,0.522,0.435,0.522,0.5,0.522,0.565,0.609,0.413,0.609,0.5,0.609,0.565,0.543,0.565,0.565,0.674,0.587,0.761,0.587,0.565,0.587,0.674,0.587,0.761,0.565,0.5,2.0
0.543,0.326,0.565,0.413,0.522,0.435,0.522,0.5,0.522,0.565,0.609,0.413,0.609,0.5,0.609,0.565,0.543,0.587,0.565,0.674,0.587,0.761,0.587,0.565,0.587,0.674,0.587,0.761,0.565,0.5,2.0
0.543,0.326,0.565,0.413,0.522,0.435,0.522,0.5,0.522,0.565,0.587,0.413,0.609,0.478,0.609,0.565,0.543,0.565,0.565,0.674,0.587,0.761,0.587,0.565,0.587,0.674,0.587,0.761,0.565,0.5,2.0
0.543,0.326,0.565,0.413,0.522,0.435,0.522,0.5,0.522,0.565,0.587,0.413,0.609,0.5,0.609,0.565,0.543,0.587,0.565,0.674,0.565,0.761,0.587,0.565,0.587,0.674,0.587,0.761,0.565,0.5,2.0
0.543,0.326,0.543,0.413,0.522,0.435,0.522,0.5,0.522,0.587,0.587,0.413,0.609,0.5,0.609,0.565,0.543,0.587,0.565,0.674,0.565,0.761,0.587,0.565,0.587,0.674,0.587,0.761,0.565,0.5,2.0
0.522,0.326,0.543,0.413,0.522,0.435,0.522,0.5,0.522,0.565,0.587,0.413,0.609,0.5,0.609,0.565,0.543,0.565,0.543,0.674,0.565,0.761,0.587,0.565,0.587,0.674,0.587,0.761,0.565,0.5,0.0
0.522,0.348,0.543,0.413,0.522,0.435,0.522,0.5,0.522,0.565,0.587,0.435,0.609,0.5,0.609,0.565,0.543,0.565,0.565,0.674,0.565,0.761,0.587,0.565,0.565,0.674,0.565,0.761,0.543,0.5,0.0
0.522,0.348,0.543,0.413,0.5,0.435,0.5,0.5,0.522,0.565,0.587,0.435,0.587,0.478,0.587,0.565,0.543,0.587,0.543,0.674,0.565,0.761,0.565,0.587,0.565,0.674,0.565,0.761,0.543,0.5,0.0
0.522,0.348,0.543,0.435,0.5,0.435,0.5,0.5,0.522,0.565,0.587,0.435,0.587,0.5,0.587,0.565,0.543,0.587,0.543,0.674,0.565,0.761,0.565,0.587,0.565,0.674,0.565,0.783,0.543,0.5,0.0
0.5,0.37,0.543,0.435,0.5,0.457,0.5,0.522,0.5,0.587,0.587,0.435,0.587,0.522,0.587,0.587,0.522,0.587,0.543,0.674,0.565,0.761,0.565,0.587,0.565,0.674,0.565,0.783,0.543,0.522,0.0
0.5,0.37,0.522,0.457,0.5,0.457,0.5,0.522,0.5,0.587,0.565,0.457,0.587,0.522,0.587,0.609,0.522,0.587,0.543,0.696,0.565,0.783,0.565,0.587,0.565,0.674,0.565,0.783,0.543,0.522,0.0
0.5,0.391,0.543,0.457,0.5,0.457,0.5,0.543,0.478,0.609,0.565,0.457,0.587,0.543,0.587,0.587,0.522,0.587,0.522,0.674,0.543,0.761,0.565,0.587,0.565,0.674,0.565,0.783,0.543,0.522,0.0
0.478,0.413,0.522,0.478,0.478,0.478,0.478,0.543,0.478,0.609,0.565,0.478,0.587,0.543,0.587,0.609,0.522,0.543,0.522,0.674,0.543,0.761,0.565,0.565,0.565,0.674,0.565,0.783,0.543,0.522,0.0
0.478,0.413,0.522,0.5,0.478,0.478,0.478,0.543,0.478,0.609,0.565,0.478,0.587,0.565,0.565,0.63,0.522,0.587,0.522,0.674,0.543,0.783,0.565,0.587,0.565,0.696,0.565,0.783,0.543,0.543,0.0
0.478,0.435,0.522,0.5,0.478,0.5,0.478,0.565,0.457,0.63,0.543,0.5,0.587,0.565,0.565,0.674,0.522,0.609,0.522,0.696,0.543,0.761,0.565,0.609,0.565,0.696,0.565,0.783,0.522,0.543,0.0
0.457,0.457,0.522,0.522,0.478,0.522,0.478,0.565,0.457,0.609,0.543,0.5,0.587,0.587,0.565,0.674,0.522,0.609,0.5,0.696,0.543,0.761,0.565,0.609,0.543,0.696,0.565,0.783,0.543,0.565,0.0
0.457,0.478,0.522,0.522,0.478,0.522,0.457,0.587,0.0,0.0,0.543,0.522,0.565,0.63,0.543,0.717,0.522,0.587,0.522,0.696,0.543,0.783,0.565,0.587,0.543,0.674,0.543,0.783,0.522,0.565,0.0
0.435,0.522,0.522,0.543,0.5,0.522,0.457,0.522,0.457,0.587,0.543,0.543,0.565,0.652,0.0,0.0,0.543,0.587,0.522,0.696,0.543,0.761,0.565,0.587,0.543,0.674,0.543,0.761,0.543,0.565,0.0
0.435,0.543,0.5,0.565,0.478,0.543,0.457,0.63,0.435,0.717,0.522,0.587,0.543,0.674,0.522,0.804,0.522,0.587,0.5,0.674,0.565,0.783,0.565,0.587,0.543,0.696,0.543,0.783,0.522,0.565,0.0
0.435,0.565,0.5,0.587,0.457,0.565,0.435,0.652,0.413,0.761,0.522,0.609,0.522,0.696,0.5,0.826,0.522,0.587,0.522,0.696,0.565,0.783,0.565,0.609,0.522,0.717,0.565,0.783,0.522,0.587,0.0
0.413,0.609,0.5,0.63,0.457,0.587,0.435,0.674,0.391,0.804,0.522,0.63,0.522,0.761,0.5,0.848,0.522,0.587,0.413,0.696,0.543,0.783,0.565,0.609,0.543,0.696,0.543,0.783,0.522,0.609,0.0
0.435,0.717,0.478,0.63,0.435,0.609,0.413,0.696,0.391,0.804,0.5,0.652,0.5,0.761,0.478,0.87,0.522,0.609,0.543,0.717,0.565,0.783,0.565,0.609,0.522,0.717,0.543,0.783,0.5,0.609,0.0
0.543,0.804,0.435,0.652,0.413,0.674,0.391,0.739,0.37,0.848,0.5,0.739,0.5,0.826,0.478,0.913,0.522,0.609,0.5,0.739,0.543,0.761,0.543,0.609,0.5,0.739,0.543,0.761,0.478,0.652,0.0
0.37,0.652,0.457,0.652,0.413,0.652,0.391,0.761,0.348,0.891,0.457,0.696,0.5,0.609,0.478,0.935,0.522,0.609,0.5,0.739,0.543,0.761,0.522,0.609,0.522,0.717,0.565,0.761,0.478,0.652,0.0
0.37,0.674,0.457,0.674,0.413,0.696,0.478,0.848,0.478,0.957,0.391,0.696,0.37,0.804,0.478,0.978,0.522,0.609,0.522,0.739,0.543,0.739,0.522,0.63,0.0,0.0,0.543,0.739,0.478,0.674,0.0
0.348,0.696,0.435,0.717,0.391,0.739,0.37,0.826,0.348,0.935,0.391,0.739,0.37,0.826,0.348,0.957,0.5,0.63,0.5,0.848,0.543,0.739,0.522,0.63,0.5,0.826,0.478,0.978,0.457,0.674,0.0
0.391,0.804,0.413,0.739,0.413,0.739,0.5,0.87,0.478,0.978,0.391,0.761,0.348,0.826,0.348,0.957,0.478,0.652,0.0,0.0,0.522,0.739,0.522,0.652,0.0,0.0,0.543,0.739,0.457,0.696,0.0
0.37,0.848,0.413,0.783,0.457,0.804,0.5,0.891,0.478,0.978,0.37,0.804,0.348,0.848,0.348,0.957,0.478,0.674,0.0,0.0,0.0,0.0,0.5,0.674,0.0,0.0,0.522,0.652,0.457,0.739,0.0
0.326,0.87,0.391,0.804,0.457,0.826,0.5,0.935,0.478,0.978,0.348,0.826,0.348,0.87,0.348,0.957,0.478,0.696,0.0,0.0,0.0,0.0,0.5,0.717,0.0,0.0,0.0,0.0,0.435,0.761,0.0
0.261,0.87,0.37,0.826,0.326,0.761,0.348,0.891,0.348,0.957,0.435,0.848,0.5,0.935,0.478,0.978,0.478,0.739,0.348,0.87,0.543,0.652,0.5,0.761,0.0,0.0,0.543,0.652,0.413,0.783,0.0
0.239,0.848,0.348,0.848,0.326,0.804,0.348,0.87,0.348,0.935,0.413,0.891,0.5,0.935,0.457,0.978,0.478,0.761,0.5,0.696,0.543,0.674,0.5,0.783,0.5,0.957,0.543,0.674,0.413,0.804,0.0
0.239,0.87,0.348,0.87,0.348,0.826,0.5,0.935,0.326,0.957,0.391,0.913,0.5,0.935,0.0,0.0,0.457,0.761,0.478,0.739,0.5,0.717,0.413,0.826,0.478,0.935,0.5,0.717,0.413,0.826,0.0
0.239,0.87,0.348,0.913,0.109,0.543,0.5,0.935,0.261,0.739,0.348,0.978,0.261,0.826,0.217,0.739,0.0,0.0,0.5,0.935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.413,0.957,0.0
